Longitud de Onda;Intensidad
195.78416707969618;0.0005488031868962407
195.9853945637375;-0.002237428377346354
196.18663916195564;0.0004336696511837368
196.38790087128748;-0.0006025321702287983
196.58917968866987;0.0005948566011812422
196.79047561103965;0.0017001385440212798
196.99178863533368;0.0011244708654587602
197.19311875848877;0.0017692186654487822
197.39446597744177;0.0018382987868762843
197.59583028912957;0.0012396044011712642
197.79721169048898;0.0018152720797337837
197.99861017845686;0.0019073789083037867
198.20002574997008;0.0010553907440312578
198.40145840196544;0.0020225124440162905
198.60290813137982;1.9188922618722727e-05
198.80437493515007;-0.00037226509880379055
199.00585881021303;0.0004566963583262376
199.20735975350556;-0.0005104253416587952
199.40887776196448;0.00024945599404373056
199.61041283252663;-0.0003031849773762882
199.8119649621289;-0.001592680577356332
200.01353414770813;-0.001155173141648817
200.21512038620114;-0.0002801582702337874
200.41672367454478;-0.002813096055908873
200.61834400967592;-0.0013624135059313242
200.8199813885314;-0.0006025321702287983
201.02163580804807;-0.0009709594845088109
201.22330726516276;0.0004336696511837368
201.42499575681234;0.0017461919583062814
201.62670127993366;-0.001270306677361321
201.8284238314635;0.0005718298940387415
202.03016340833884;0.0023679130511538023
202.2319200074964;0.002644233536863812
202.43369362587308;0.0011935509868862626
202.63548426040575;0.0005718298940387415
202.8372919080312;-0.0009249060702238093
203.03911656568633;-0.0004413452202312929
203.24095823030797;-0.0016847874059263352
203.44281689883294;0.001469871472596272
203.64469256819814;-0.0004413452202312929
203.8465852353404;-0.001270306677361321
204.04849489719655;-0.001063066313078814
204.25042155070344;-0.0010400396059363133
204.4523651927979;-0.0012012265559338186
204.65432582041683;0.000617883308323743
204.85630343049704;0.0008481503797487509
205.05829801997538;0.0016310584225937774
205.26030958578872;-3.837784523778054e-06
205.46233812487387;0.003565301822563843
205.6643836341677;0.0007330168440362469
205.8664461106071;0.001469871472596272
206.06852555112883;0.0011935509868862626
206.27062195266979;0.0008251236726062501
206.4727353121668;0.0015850050083087758
206.67486562655677;0.001677111836878779
206.87701289277646;-0.0004183185130887921
207.0791771077628;0.0011705242797437618
207.28135826845258;-0.002007161305921346
207.48355637178267;-0.0008327992416538062
207.6857714146899;-0.0015005737487863288
207.88800339411114;-0.0007176657059413023
208.09025230698325;-0.0017768942344963381
208.29251815024304;-0.0011781998487913178
208.49480092082737;-0.002007161305921346
208.6971006156731;-0.0003031849773762882
208.89941723171708;-0.0017078141130688358
209.10175076589613;0.0004336696511837368
209.3041012151471;-0.00039529180594629135
209.5064685764069;0.0021376459797287947
209.7088528466123;0.00036458952975623445
209.91125402270018;0.0022988329297263
210.11367210160736;0.0001803758726162282
210.31610708027074;0.0021376459797287947
210.51855895562716;-0.0015236004559288296
210.7210277246134;0.0017001385440212798
210.9235133841664;0.000940257208318754
211.12601593122295;0.0007330168440362469
211.3285353627199;-0.00014199802737878273
211.53107167559412;0.002413966465438804
211.73362486678243;-0.00016502473452128353
211.9361949332217;-0.0018690010630663413
212.13878187184878;-0.0014314936273588264
212.3413856796005;-3.837784523778054e-06
212.54400635341372;-0.000855825948796307
212.74664389022527;-0.0006255588773712991
212.949298286972;0.0001803758726162282
213.1519695405908;-0.0004643719273737937
213.35465764801847;0.0005718298940387415
213.5573626061919;-0.001063066313078814
213.7600844120479;0.0005718298940387415
213.9628230625233;0.0005257764797537399
214.165578554555;1.9188922618722727e-05
214.36835088507982;0.0004566963583262376
214.5711400510346;0.00038761623689873524
214.77394604935623;0.0021146192725862937
214.9767688769815;-0.001063066313078814
215.1796085308473;0.000940257208318754
215.38246500789046;-0.0013163600916463226
215.5853383050478;-0.00034923839166128975
215.78822841925623;-0.0017768942344963381
215.99113534745257;-0.0011091197273638157
216.19405908657365;-0.0015466271630713304
216.3969996335563;0.0002724827011862313
216.59995698533743;-0.001477547041643828
216.80293113885386;-0.0013624135059313242
217.0059220910424;-0.0009018793630813085
217.20892983883996;0.0011935509868862626
217.41195437918336;-0.0011781998487913178
217.6149957090094;0.0019073789083037867
217.81805382525502;0.0008942037940337524
218.02112872485702;0.002828447194003818
218.22422040475223;0.000617883308323743
218.42732886187753;0.001561978301166275
218.63045409316973;0.0005488031868962407
218.83359609556572;0.0006409100154662438
219.0367548660023;0.001792245372591283
219.23993040141636;0.00034156282261373365
219.44312269874476;-0.0023986153273438593
219.6463317549243;-0.0004643719273737937
219.84955756689183;-0.002030188013063847
220.05280013158423;-0.0011321464345063162
220.25605944593835;-0.0026058556916263662
220.459335506891;-9.594461309378118e-05
220.66262831137905;-0.0031124432487613833
220.86593785633937;-0.0024216420344863603
221.06926413870875;0.00036458952975623445
221.27260715542408;0.00047972306546873833
221.4759669034222;-0.002214401670203853
221.67934337964;0.00013432245833122663
221.88273658101423;0.00020340257975872897
222.0861465044818;0.0010553907440312578
222.28957314697956;0.0011014441583162594
222.49301650544433;0.0007099901368937462
222.69647657681298;0.0013777646440262688
222.89995335802237;0.0019764590297312893
223.10344684600932;-0.0001880514416637843
223.30695703771067;-0.0001880514416637843
223.51048393006332;-0.0009018793630813085
223.71402752000407;0.0004566963583262376
223.91758780446975;-0.001063066313078814
224.12116478039727;-0.0006255588773712991
224.32475844472341;-0.00016502473452128353
224.52836879438507;-0.0011091197273638157
224.7319958263191;0.0002724827011862313
224.93563953746232;-0.0009479327773663101
225.13929992475158;-0.0004183185130887921
225.34297698512373;-0.0006255588773712991
225.5466707155156;-0.001270306677361321
225.7503811128641;0.0013777646440262688
225.95410817410598;-0.0008097725345113054
226.1578518961782;0.0004336696511837368
226.36161227601752;-7.291790595128039e-05
226.56538931056082;0.001032364036888757
226.76918299674495;0.0023679130511538023
226.97299333150676;0.0011935509868862626
227.17682031178308;-0.0006485855845137999
227.38066393451075;0.002828447194003818
227.58452419662666;-0.0025598022773413646
227.78840109506763;0.00011129575118872586
227.9922946267705;-0.0027209892273388704
228.19620478867216;0.0002724827011862313
228.40013157770937;-0.0015466271630713304
228.60407499081907;4.221562976122351e-05
228.80803502493808;-0.002744015934481371
229.01201167700322;0.00034156282261373365
229.21600494395136;-0.0005564787559437968
229.42001482271937;0.0005488031868962407
229.62404131024402;-0.0021453215487763507
229.82808440346224;0.0011014441583162594
230.03214409931087;0.000617883308323743
230.2362203947267;0.003150821093998829
230.4403132866466;0.0017001385440212798
230.64442277200746;0.0015389515940237744
230.8485488477461;0.0017692186654487822
231.05269151079935;-0.0019380811844938437
231.25685075810406;0.0008942037940337524
231.4610265865971;-0.0013163600916463226
231.66521899321532;-0.0009018793630813085
231.86942797489553;-0.00034923839166128975
232.07365352857462;-0.0006716122916563007
232.2778956511894;-0.0013393867987888234
232.48215433967675;-0.001915054477351343
232.68642959097352;-0.0011091197273638157
